yamnet_music_score,yamnet_speech_score,yamnet_wind_score,yamnet_crowd_score,is_music,is_speech,dominant_sound,ID
0.6272441148757935,0.0049698371440172195,5.6466920796083286e-05,0.0016256892122328281,1,0,Music,7602656035161050390
0.739822268486023,0.019237151369452477,2.0641427909140475e-05,8.384322427446023e-06,1,0,Music,7590718903144287510
0.6062954664230347,0.002329449402168393,3.024354919034522e-05,0.00022068267571739852,1,0,Music,7571821778746592534
0.6427181363105774,0.008711397647857666,0.00013369755470193923,0.002026722766458988,1,0,Music,7569927329154190614
0.8171451091766357,0.0005087460158392787,8.183484169421718e-06,6.150063563836738e-05,1,0,Music,7566270741134462230
0.7434231638908386,0.06077679991722107,0.0002700112236198038,3.8125814171507955e-05,1,0,Music,7536170254989315350
0.7881138324737549,0.03226127475500107,3.0082894227234647e-05,0.00016104690439533442,1,0,Music,7520640970199698710
0.5949987173080444,0.0016451900592073798,0.0004542025562841445,0.0012104497291147709,1,0,Music,7496799936558796054
0.4788516163825989,0.2433682531118393,0.00013330322690308094,6.203391239978373e-05,1,0,Music,7487960173529582870
0.90093994140625,0.001222610822878778,8.727433305466548e-05,0.0001277879491681233,1,0,Music,7478712216724802838
0.7839151620864868,0.0045546796172857285,4.458859621081501e-05,0.00024156288418453187,1,0,Music,7470850262840691990
0.7268899083137512,0.000977161806076765,1.7211807517014677e-06,8.630090451333672e-05,1,0,Music,7424512450856357153
0.9920274615287781,8.657469152240083e-05,9.598213182471227e-06,4.370445481072238e-07,1,0,Music,7416286728513735968
0.6774454116821289,0.02162511833012104,0.0004839099710807204,0.002256853971630335,1,0,Music,7374727208394411297
0.5373890995979309,0.14468149840831757,0.0012488426873460412,4.177744631306268e-05,1,0,Music,7361057454454508833
0.8786705136299133,0.003721483750268817,5.294847596815089e-06,4.5202159526525065e-05,1,0,Music,7343975400122354977
0.313159704208374,0.9049019813537598,5.3022617066744715e-05,2.7210102416574955e-05,1,1,Speech,7322847358646078752
0.005672474391758442,0.4433094263076782,0.00015564257046207786,0.00900091789662838,0,1,Speech,7311689753676533024
0.7414227724075317,0.1561461240053177,9.405724085809197e-06,1.846787017711904e-05,1,0,Music,7307595143559859488
0.13288429379463196,0.7332821488380432,0.0001626819430384785,0.0002864939742721617,0,1,Speech,7298756408994991393
0.3122079372406006,0.2766018211841583,9.626754763303325e-05,0.002678453456610441,1,0,Music,7272755309658098976
0.00038885697722435,0.7298437356948853,0.003197078127413988,3.916885907528922e-05,0,1,Speech,7226766521719213338
0.8595694899559021,0.00035269599175080657,1.0290686077496503e-05,3.9056558307493106e-05,1,0,Music,7224139299594194203
0.36915913224220276,0.01515315379947424,0.002082820050418377,0.0008656283607706428,1,0,Music,7208566584535764250
0.00025148066924884915,0.8102601170539856,0.008326949551701546,5.008846346754581e-05,0,1,Speech,7205976379370851589
0.6456809043884277,0.1712421327829361,4.254546638549073e-06,7.013083813944831e-05,1,0,Music,7177404002508803334
5.914062785450369e-05,0.9201290607452393,5.545802537199052e-07,2.549044779698306e-07,0,1,Speech,7164792237543394566
0.9858543276786804,0.00024896598188206553,1.715802682156209e-05,3.8099353787401924e-06,1,0,Music,7162183685423385862
0.5249071717262268,0.0007828100933693349,0.00025008281227201223,0.0002003824629355222,1,0,Music,7153997940774882565
0.06984920799732208,0.4476621747016907,0.0002117552503477782,2.160369695047848e-05,0,1,Speech,7143619564775968006
0.8643431663513184,0.06664735823869705,0.00010174941417062655,1.6455778677482158e-05,1,0,Music,7138043316087606533
0.8400684595108032,0.0019892489071935415,5.737996389143518e-07,0.00020719658641610295,1,0,Music,7114705253899029765
0.7887430787086487,0.005398934707045555,6.156572453619447e-06,4.317182902013883e-05,1,0,Music,7107270367303044358
0.6556357145309448,0.0016583851538598537,0.0005319636547937989,6.560156180057675e-05,1,0,Music,7101685930276293894
0.5526628494262695,0.2844415307044983,7.191187705757329e-06,0.00024950463557615876,1,0,Music,7096121724990655749
0.8490113615989685,0.056035082787275314,1.634243380976841e-05,5.141688961884938e-05,1,0,Music,7079814734664436998
0.9462084174156189,0.00020456187485251576,1.4974188161431812e-05,1.5755182175780647e-05,1,0,Music,7071272731286834437
0.7278039455413818,0.06463754177093506,0.000140805947012268,0.0009874413954094052,1,0,Music,7067569943449046278
0.7707760334014893,0.042015571147203445,2.981930083478801e-05,6.0842874518129975e-05,1,0,Music,7063121025394855173
0.8059357404708862,0.04117055609822273,2.50091925408924e-05,0.00022116480977274477,1,0,Music,7023313220278553862
0.740953266620636,0.015198658220469952,8.158129639923573e-05,0.0006757354130968451,1,0,Music,7019559155425955077
0.6985360980033875,0.012180403806269169,3.856517651001923e-05,0.00012966390931978822,1,0,Music,6958797242429934854
0.0006368817994371057,0.29244449734687805,0.23082678020000458,0.00017026801651809365,0,0,Speech,6940653001791130885
0.7552551031112671,0.0006938984151929617,3.0123985197860748e-05,0.0007156196516007185,1,0,Music,6927911225066130693
0.0002493016072548926,0.991989016532898,9.493001016380731e-06,1.6753915588196833e-06,0,1,Speech,6896446483080482050
0.817578911781311,0.0015567506197839975,1.001365944830468e-05,0.000472658866783604,1,0,Music,6893888228848389377
0.976435124874115,9.816823148867115e-05,1.4580519973605988e-06,1.4736338016518857e-05,1,0,Music,6891645296233794817
0.8413826823234558,0.00369951780885458,6.754846981493756e-05,0.0002973504306282848,1,0,Music,6883561429727726850
0.7118493914604187,0.46817535161972046,3.095847932854667e-05,8.907402843760792e-06,1,1,Music,6876362124260691202
0.9518927931785583,0.0003119824978057295,2.5701147023937665e-05,5.537272591027431e-05,1,0,Music,6874890977631390978
0.8893926739692688,0.0010691648349165916,3.499306330922991e-05,9.315086208516732e-05,1,0,Music,6855731886438763781
0.0008874294580891728,0.9413186311721802,0.00015565447392873466,0.00019111594883725047,0,1,Speech,6852640471013920006
0.8839662671089172,0.0023634249810129404,6.185661914059892e-05,0.00016858427261468023,1,0,Music,6847902541095668997
0.8548892140388489,0.001431358396075666,0.0008420200902037323,4.649487527785823e-05,1,0,Music,6802558843114114310
0.9957727193832397,4.49622020823881e-05,7.857037189751281e-07,5.401133407190173e-08,1,0,Music,7603743614157458710
0.9939670562744141,5.002844409318641e-05,9.520045978206326e-07,5.922646195699599e-08,1,0,Music,7595972634450431254
0.936776340007782,0.00019637377408798784,1.8657696273294277e-05,1.0964621651510242e-05,1,0,Music,7587402623129636118
0.8894916772842407,0.00019708902982529253,5.958234851277666e-06,5.3707259212387726e-05,1,0,Music,7587440240327937302
0.7150177955627441,0.0016946742543950677,0.0010064285015687346,0.000790037214756012,1,0,Music,7584845578429828375
0.8531150817871094,0.001645249081775546,0.00012583167699631304,2.7005269657820463e-05,1,0,Music,7581822570454879510
0.9797539710998535,0.0003104393254034221,5.323265213519335e-06,5.449234231491573e-05,1,0,Music,7579299127637363990
0.73973548412323,0.0007374848937615752,1.7466346662331489e-06,4.592167169903405e-05,1,0,Music,7580305629634399510
0.9685299396514893,0.0010737529955804348,1.0836718502105214e-05,5.5496999266324565e-05,1,0,Music,7578925701114481942
0.9053561091423035,0.0009215465979650617,7.72356906963978e-06,9.165756637230515e-06,1,0,Music,7577797962017918230
0.0024542275350540876,0.16279278695583344,0.006076890509575605,0.002580279018729925,0,0,Speech,7576309328584592643
0.8951421976089478,0.023739855736494064,3.190402276231907e-05,1.3032292827119818e-06,1,0,Music,7575167976853228822
0.9381577372550964,0.0008466292056255043,4.9644546379568055e-05,2.55381364695495e-05,1,0,Music,7574884067729050902
0.4823729991912842,0.0301981158554554,0.0058586918748915195,0.0008376158657483757,1,0,Music,7572598154063990038
0.9677931070327759,0.000173907756106928,3.0428716399910627e-06,2.6532726238315263e-08,1,0,Music,7567386738709073174
0.0009490172378718853,0.6085661053657532,0.0030044049490243196,0.00011833495955215767,0,1,Speech,7566939859156290838
0.9889631867408752,5.585521284956485e-05,2.630077062804048e-07,2.6656799434476852e-08,1,0,Music,7565890573115165974
0.9747151732444763,0.0015732867177575827,2.4593089619884267e-05,0.00016441874322481453,1,0,Music,7563265888623840534
0.9733933806419373,6.959998427191749e-05,2.0671719539677724e-05,5.226893790677423e-06,1,0,Music,7556999098637880598
0.4007769823074341,0.4434434175491333,0.00032665373873896897,0.00028020289028063416,1,1,Speech,7551795663772798211
0.5945323705673218,0.006208896636962891,9.13405074243201e-06,0.0017886449350044131,1,0,Music,7549089036447649046
0.8636841177940369,0.0021256450563669205,0.0004527260025497526,0.0014270474202930927,1,0,Music,7547744113433627926
0.8512149453163147,0.018212318420410156,2.150925502064638e-05,8.206050551962107e-06,1,0,Music,7542538735116684566
0.933009922504425,0.0006244074320420623,0.00016374734696000814,4.853689915762516e-06,1,0,Music,7541326779697564930
0.906376838684082,0.0011379352072253823,3.1184201361611485e-05,4.793356856680475e-05,1,0,Music,7539973950877584662
0.8513253331184387,0.0012495673727244139,0.0001449114497518167,1.4911621292412747e-05,1,0,Music,7535846854743821590
0.39931201934814453,0.30308565497398376,2.251134537800681e-05,0.0002599229337647557,1,1,Music,7535846685101149462
0.9584608674049377,0.00011648449435597286,6.058810686226934e-05,1.5266106856870465e-05,1,0,Music,7535846060476976406
0.9128714799880981,0.0001458507467759773,5.778263130196137e-07,2.000774884436396e-06,1,0,Music,7535476048444558614
0.4884246289730072,0.4439224302768707,0.000686035433318466,0.00016527272236999124,1,1,Music,7535123405562006806
0.7931894063949585,0.0015673773596063256,1.0250778359477408e-05,0.00017580544226802886,1,0,Music,7533124404062981398
0.04570987448096275,0.46912190318107605,0.0006904032779857516,8.740888006286696e-06,0,1,Speech,7532382235463339286
0.8462112545967102,0.25072434544563293,3.981647387263365e-05,1.1768031072278973e-05,1,0,Music,7528433357093358870
0.5906423330307007,0.0030741719529032707,0.0005783773958683014,8.139738201862201e-05,1,0,Music,7510479503592901910
0.709954559803009,0.011441159062087536,0.00042333677993156016,0.0002566660987213254,1,0,Music,7509512878026788118
0.33958661556243896,0.4374068081378937,0.001530612469650805,0.00023185859026852995,1,1,Speech,7504668782045039894
0.604404091835022,0.08805552870035172,5.303478610585444e-05,0.0004191627667751163,1,0,Music,7495322095065238806
0.9936981201171875,0.00010639958782121539,2.1781959276268026e-06,5.844880490712967e-08,1,0,Music,7494238893546474774
0.9836182594299316,0.00027727795531973243,3.0371127195394365e-06,4.192312917439267e-05,1,0,Music,7490222588883422486
0.9133114814758301,0.0007094604079611599,1.004062232823344e-05,6.0688686062349007e-05,1,0,Music,7488220279244623126
0.8627967834472656,0.07767368853092194,4.355704368208535e-05,5.3974916227161884e-05,1,0,Music,7486138878026321174
0.0005424296832643449,0.7425498962402344,2.0830650555581087e-06,2.3140016764955362e-06,0,1,Speech,7483898615803612418
0.6081686019897461,0.2775380313396454,0.00017788150580599904,0.00032804792863316834,1,0,Music,7480918194438278422
0.5703571438789368,0.007289308123290539,0.00015831194468773901,0.01341788936406374,1,0,Music,7480563839319264534
0.896428644657135,0.0004452802240848541,1.2109300087104202e-06,3.803125582635403e-05,1,0,Music,7471286673494527254
0.9951667785644531,3.930320599465631e-05,2.830785206242581e-07,7.459924233899073e-08,1,0,Music,7470532387223407904
0.9459012746810913,0.00018657719192560762,3.888371429638937e-05,9.205422429658938e-06,1,0,Music,7468709057516326177
0.9313026070594788,0.003571593901142478,6.729012966388837e-05,0.00017897730867844075,1,0,Music,7468323433714126112
0.9068865180015564,0.04272814095020294,6.756042421329767e-05,2.163391764042899e-05,1,0,Music,7466109584952855840
0.8427990674972534,0.0009393506334163249,0.0004028891562484205,0.00011327851098030806,1,0,Music,7463198577188146464
