avg_objects         , max_objects, std_objects        , object_count_variation, num_unique_classes, class_entropy      , person_presence_ratio, avg_person_count    , max_person_count, ski_presence_ratio , avg_ski_count      , avg_bbox_area_ratio   , max_bbox_area_ratio   , bbox_area_std         , appearance_disappearance_rate, video_id
 0.0                ,           0, 0.0                ,    0.0                ,                  0, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.0                   , 0.0                   , 0.0                   ,           0.0                , VIDEO_7026774067223055621
 1.7777777777777777 ,           2, 0.41573970964154905,    0.41573970964154905,                  2, 0.6853142072764582 ,   1.0                ,  1.0                ,                1, 0.0                , 0.0                , 0.008531851693987846  , 0.014054768718779087  , 0.003512666327878833  ,           0.5                , VIDEO_7014868849635904773
 1.8571428571428572 ,           3, 0.989743318610787  ,    0.989743318610787  ,                  4, 0.7937300551584247 ,   0.7142857142857143 ,  1.4285714285714286 ,                3, 0.14285714285714285, 0.14285714285714285, 0.20089194178581238   , 0.7211636900901794    , 0.20190997421741486   ,           1.3333333333333333 , VIDEO_7011522309198515462
 0.35714285714285715,           2, 0.6102859818083951 ,    0.6102859818083951 ,                  2, 0.5004024235381879 ,   0.21428571428571427,  0.2857142857142857 ,                2, 0.0                , 0.0                , 0.5315742492675781    , 0.9904011487960815    , 0.29489269852638245   ,           0.3076923076923077 , VIDEO_6814175723704683782
 4.1                ,          12, 3.5623026261113755 ,    3.5623026261113755 ,                  5, 0.5981325784571417 ,   0.9                ,  3.5                ,                9, 0.0                , 0.0                , 0.10197532176971436   , 0.7406499981880188    , 0.15386532247066498   ,           4.444444444444445  , VIDEO_7007863408129215749
 0.4666666666666667 ,           2, 0.7180219742846006 ,    0.7180219742846006 ,                  1, 0.0                ,   0.0                ,  0.0                ,                0, 0.3333333333333333 , 0.4666666666666667 , 0.047246359288692474  , 0.10916278511285782   , 0.03166670724749565   ,           0.6428571428571429 , VIDEO_7027511633060695301
 0.13333333333333333,           1, 0.33993463423951903,    0.33993463423951903,                  1, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.13513129949569702   , 0.15391232073307037   , 0.01878102496266365   ,           0.2857142857142857 , VIDEO_7022178037378731270
 1.5                ,           3, 0.9063269671749657 ,    0.9063269671749657 ,                  3, 0.5010469137590965 ,   0.8571428571428571 ,  1.2857142857142858 ,                3, 0.0                , 0.0                , 0.08766978979110718   , 0.3015235662460327    , 0.09891045838594437   ,           0.6153846153846154 , VIDEO_6821547365887905030
 1.0                ,           1, 0.0                ,    0.0                ,                  1, 0.0                ,   1.0                ,  1.0                ,                1, 0.0                , 0.0                , 0.1331627517938614    , 0.28726616501808167   , 0.08484739065170288   ,           0.0                , VIDEO_7004414493086240006
 0.4                ,           2, 0.66332495807108   ,    0.66332495807108   ,                  1, 0.0                ,   0.3                ,  0.4                ,                2, 0.0                , 0.0                , 0.010119776241481304  , 0.032852426171302795  , 0.013166465796530247  ,           0.8888888888888888 , VIDEO_7022596866374192390
 2.0                ,           4, 1.0690449676496976 ,    1.0690449676496976 ,                  6, 1.574097336848973  ,   0.2857142857142857 ,  0.2857142857142857 ,                1, 0.2857142857142857 , 0.2857142857142857 , 0.08145606517791748   , 0.1697539985179901    , 0.04861593618988991   ,           1.5                , VIDEO_7022925491963481349
 4.333333333333333  ,          16, 5.769652406245015  ,    5.769652406245015  ,                  4, 0.6772538038815317 ,   0.4                ,  3.533333333333333  ,               13, 0.0                , 0.0                , 0.018281005322933197  , 0.13083305954933167   , 0.023981845006346703  ,           1.6428571428571428 , VIDEO_7219294434465238298
 1.4615384615384615 ,           2, 0.498518515262143  ,    0.498518515262143  ,                  3, 0.7659373365785205 ,   1.0                ,  1.0                ,                1, 0.0                , 0.0                , 0.03269580006599426   , 0.07515700161457062   , 0.020803876221179962  ,           0.4166666666666667 , VIDEO_7040810874281479430
 1.4285714285714286 ,           2, 0.7284313590846835 ,    0.7284313590846835 ,                  2, 0.3250829733914482 ,   0.8571428571428571 ,  1.2857142857142858 ,                2, 0.0                , 0.0                , 0.038831908255815506  , 0.22011546790599823   , 0.07024116069078445   ,           0.8333333333333334 , VIDEO_7044982077288189190
 0.09090909090909091,           1, 0.28747978728803447,    0.28747978728803447,                  1, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.13795362412929535   , 0.13795362412929535   , 0.0                   ,           0.2                , VIDEO_7039252769894616326
 0.0                ,           0, 0.0                ,    0.0                ,                  0, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.0                   , 0.0                   , 0.0                   ,           0.0                , VIDEO_7036326405155638533
 0.15384615384615385,           2, 0.5329387100211931 ,    0.5329387100211931 ,                  1, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.17744138836860657   , 0.2097593992948532    , 0.032318003475666046  ,           0.3333333333333333 , VIDEO_7207862806899592453
 2.3                ,          10, 2.685144316419511  ,    2.685144316419511  ,                  2, 0.6846162778013047 ,   0.3                ,  1.3                ,                9, 0.0                , 0.0                , 0.19098982214927673   , 0.4908570349216461    , 0.21309541165828705   ,           2.4444444444444446 , VIDEO_7039005707844308229
 3.625              ,           5, 0.9921567416492215 ,    0.9921567416492215 ,                  3, 0.880241970754113  ,   1.0                ,  1.375              ,                2, 0.0                , 0.0                , 0.035210903733968735  , 0.16547994315624237   , 0.048297200351953506  ,           1.5714285714285714 , VIDEO_7033466696245497093
 0.21428571428571427,           1, 0.41032590332414504,    0.41032590332414504,                  1, 0.0                ,   0.21428571428571427,  0.21428571428571427,                1, 0.0                , 0.0                , 0.1464056819677353    , 0.2736569344997406    , 0.09953586012125015   ,           0.15384615384615385, VIDEO_7206680972555750661
 1.0714285714285714 ,           4, 1.2226601977588347 ,    1.2226601977588347 ,                  4, 1.171059869990371  ,   0.07142857142857142,  0.14285714285714285,                2, 0.0                , 0.0                , 0.06614574044942856   , 0.882629930973053     , 0.2182963788509369    ,           1.3846153846153846 , VIDEO_7038707297396198661
 0.13333333333333333,           1, 0.33993463423951903,    0.33993463423951903,                  2, 0.6931471805599453 ,   0.06666666666666667,  0.06666666666666667,                1, 0.0                , 0.0                , 0.01570935733616352   , 0.029367441311478615  , 0.013658083975315094  ,           0.2857142857142857 , VIDEO_7215515219164990746
 2.857142857142857  ,           6, 1.9948914348241347 ,    1.9948914348241347 ,                  3, 0.23317260237386989,   0.7857142857142857 ,  2.7142857142857144 ,                5, 0.0                , 0.0                , 0.041664570569992065  , 0.09497757256031036   , 0.025020470842719078  ,           1.3076923076923077 , VIDEO_7212344637523283205
 1.5384615384615385 ,           2, 0.6343239424027171 ,    0.6343239424027171 ,                  4, 1.033114087516671  ,   0.8461538461538461 ,  0.9230769230769231 ,                2, 0.0                , 0.0                , 0.06797827035188675   , 0.28880006074905396   , 0.07463309913873672   ,           0.75               , VIDEO_7206682386531110149
 1.9090909090909092 ,           4, 1.504813214295168  ,    1.504813214295168  ,                  3, 0.3805062184775959 ,   0.7272727272727273 ,  1.7272727272727273 ,                4, 0.0                , 0.0                , 0.2499116063117981    , 0.9019362330436707    , 0.3172151446342468    ,           1.7                , VIDEO_7217888414631283995
 1.0                ,           2, 0.7071067811865476 ,    0.7071067811865476 ,                  3, 0.8647400965276372 ,   0.25               ,  0.375              ,                2, 0.0                , 0.0                , 0.2585824728012085    , 0.9793930053710938    , 0.2652389407157898    ,           1.0                , VIDEO_7211165738957163782
 3.5454545454545454 ,          13, 4.053363056292356  ,    4.053363056292356  ,                  6, 0.8139274264844221 ,   0.6363636363636364 ,  2.8181818181818183 ,               11, 0.0                , 0.0                , 0.06695771217346191   , 0.5006707310676575    , 0.11376037448644638   ,           2.0                , VIDEO_7346541062267079968
 0.6363636363636364 ,           1, 0.48104569292083466,    0.48104569292083466,                  1, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.06983894109725952   , 0.10050489008426666   , 0.02720583602786064   ,           0.4                , VIDEO_7262807521008635168
 1.0714285714285714 ,           4, 1.0326308782000686 ,    1.0326308782000686 ,                  5, 1.2868726303980165 ,   0.5                ,  0.5714285714285714 ,                2, 0.0                , 0.0                , 0.18899555504322052   , 0.7651726007461548    , 0.2846386134624481    ,           0.8461538461538461 , VIDEO_7441982856659815713
 1.0                ,           5, 1.4770978917519928 ,    1.4770978917519928 ,                  3, 0.6001660731596457 ,   0.36363636363636365,  0.8181818181818182 ,                5, 0.0                , 0.0                , 0.25339892506599426   , 0.7433727979660034    , 0.21076253056526184   ,           1.2                , VIDEO_7495704452696116503
 0.5833333333333334 ,           2, 0.6400954789890506 ,    0.6400954789890506 ,                  4, 1.277034259466139  ,   0.25               ,  0.25               ,                1, 0.0                , 0.0                , 0.11593854427337646   , 0.363034725189209     , 0.12624484300613403   ,           0.8181818181818182 , VIDEO_7504627479449963798
 1.1428571428571428 ,           2, 0.3499271061118826 ,    0.3499271061118826 ,                  2, 0.37677016125643675,   1.0                ,  1.0                ,                1, 0.0                , 0.0                , 0.02350825071334839   , 0.026525478810071945  , 0.0028092251159250736 ,           0.3076923076923077 , VIDEO_7291237498506743072
 2.2857142857142856 ,           7, 1.829464067837957  ,    1.829464067837957  ,                  3, 0.7691267318040423 ,   0.5714285714285714 ,  1.4285714285714286 ,                5, 0.0                , 0.0                , 0.02940962091088295   , 0.15645942091941833   , 0.05071152374148369   ,           1.3076923076923077 , VIDEO_7486129539827928342
 0.8571428571428571 ,           3, 1.1248582677159729 ,    1.1248582677159729 ,                  2, 0.45056120886630463,   0.14285714285714285,  0.14285714285714285,                1, 0.0                , 0.0                , 0.014583393931388855  , 0.038221199065446854  , 0.011584514752030373  ,           1.6666666666666667 , VIDEO_7484928854029634838
 1.1333333333333333 ,           4, 1.024152766382481  ,    1.024152766382481  ,                  4, 0.8852888344409023 ,   0.7333333333333333 ,  0.8                ,                2, 0.0                , 0.0                , 0.21769475936889648   , 0.5793265104293823    , 0.2077750712633133    ,           1.1428571428571428 , VIDEO_7478735064881237270
 2.4166666666666665 ,           7, 1.7539637649874324 ,    1.7539637649874324 ,                  3, 1.0974088280586503 ,   0.5                ,  0.8333333333333334 ,                5, 0.0                , 0.0                , 0.21168243885040283   , 0.967671275138855     , 0.3100751042366028    ,           2.0                , VIDEO_7256464845132827931
 2.857142857142857  ,           4, 0.8329931278350429 ,    0.8329931278350429 ,                  2, 0.6474466390346325 ,   1.0                ,  1.8571428571428572 ,                3, 0.0                , 0.0                , 0.46904507279396057   , 0.83624267578125      , 0.25147873163223267   ,           1.3333333333333333 , VIDEO_7303884823578397984
 4.25               ,           5, 0.4330127018922193 ,    0.4330127018922193 ,                  3, 0.718138141492276  ,   1.0                ,  3.125              ,                4, 0.0                , 0.0                , 0.09737934917211533   , 0.20888668298721313   , 0.06698691099882126   ,           0.14285714285714285, VIDEO_7299062448965946657
 2.923076923076923  ,          11, 3.7511339508420334 ,    3.7511339508420334 ,                  2, 0.4361623253853443 ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.0019957046024501324 , 0.013226903975009918  , 0.002358262659981847  ,           2.25               , VIDEO_7263733416292617505
 4.111111111111111  ,          13, 3.956554181058857  ,    3.956554181058857  ,                  5, 0.7843489700710569 ,   0.7777777777777778 ,  3.2222222222222223 ,               12, 0.0                , 0.0                , 0.04610089212656021   , 0.3935578465461731    , 0.09620361030101776   ,           3.625              , VIDEO_7431510658845379872
 1.0                ,           3, 1.118033988749895  ,    1.118033988749895  ,                  1, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.10890617966651917   , 0.17154134809970856   , 0.03055090643465519   ,           0.8571428571428571 , VIDEO_7485773090555956503
 2.75               ,           6, 1.479019945774904  ,    1.479019945774904  ,                  2, 0.22863187358286127,   1.0                ,  2.5833333333333335 ,                6, 0.0                , 0.0                , 0.15619917213916779   , 0.6583916544914246    , 0.16256213188171387   ,           1.4545454545454546 , VIDEO_7348766265927814432
 2.8461538461538463 ,           4, 0.5329387100211931 ,    0.5329387100211931 ,                  4, 0.834368272559978  ,   1.0                ,  2.0                ,                3, 0.0                , 0.0                , 0.11646533757448196   , 0.6396600604057312    , 0.16566206514835358   ,           0.5                , VIDEO_7343923844316548384
 1.5454545454545454 ,           4, 1.233150906022776  ,    1.233150906022776  ,                  5, 1.1966127112211293 ,   0.8181818181818182 ,  0.8181818181818182 ,                1, 0.09090909090909091, 0.09090909090909091, 0.13637472689151764   , 0.28374725580215454   , 0.07254944741725922   ,           1.4                , VIDEO_7491322585624349974
 1.75               ,           2, 0.4330127018922193 ,    0.4330127018922193 ,                  2, 0.6829081047004717 ,   1.0                ,  1.0                ,                1, 0.0                , 0.0                , 0.14590369164943695   , 0.29007625579833984   , 0.11941491067409515   ,           0.42857142857142855, VIDEO_7494230009050139926
 0.7272727272727273 ,           2, 0.7496555682941201 ,    0.7496555682941201 ,                  3, 0.9002560512685369 ,   0.18181818181818182,  0.18181818181818182,                1, 0.0                , 0.0                , 0.09125746786594391   , 0.1770249903202057    , 0.04231146723031998   ,           1.1                , VIDEO_7481596789448117526
 0.0                ,           0, 0.0                ,    0.0                ,                  0, 0.0                ,   0.0                ,  0.0                ,                0, 0.0                , 0.0                , 0.0                   , 0.0                   , 0.0                   ,           0.0                , VIDEO_7604886753471761686
 0.6                ,           2, 0.66332495807108   ,    0.66332495807108   ,                  2, 0.45056120886630463,   0.1                ,  0.1                ,                1, 0.5                , 0.5                , 0.0017674099653959274 , 0.0020195276010781527 , 0.0005299471085891128 ,           0.3333333333333333 , VIDEO_7587442936376233238
 3.066666666666667  ,           4, 0.24944382578492943,    0.24944382578492943,                  2, 0.6460905050608089 ,   1.0                ,  2.0                ,                2, 0.0                , 0.0                , 0.019635019823908806  , 0.05020148679614067   , 0.011504920199513435  ,           0.14285714285714285, VIDEO_7560707094018542870
 3.5                ,           6, 1.02469507659596   ,    1.02469507659596   ,                  2, 0.5375444124735402 ,   1.0                ,  2.7                ,                4, 0.0                , 0.0                , 0.012505827471613884  , 0.0992797315120697    , 0.022032957524061203  ,           0.8888888888888888 , VIDEO_7601164093910715670
 2.4285714285714284 ,           6, 2.3211538298959886 ,    2.3211538298959886 ,                  2, 0.22371807606583377,   0.8571428571428571 ,  2.2857142857142856 ,                6, 0.0                , 0.0                , 0.014293945394456387  , 0.044673122465610504  , 0.00841681007295847   ,           1.8333333333333333 , VIDEO_7566676756199951638
 0.6428571428571429 ,           3, 0.8949974347244049 ,    0.8949974347244049 ,                  5, 1.4270610433807247 ,   0.21428571428571427,  0.2857142857142857 ,                2, 0.0                , 0.0                , 0.058139145374298096  , 0.4355676472187042    , 0.13487295806407928   ,           0.6153846153846154 , VIDEO_7578256886286322966
 2.6363636363636362 ,           7, 2.5680812530591877 ,    2.5680812530591877 ,                  3, 0.29875805818934004,   0.7272727272727273 ,  2.4545454545454546 ,                7, 0.0                , 0.0                , 0.14081069827079773   , 0.9754562377929688    , 0.23841455578804016   ,           1.7                , VIDEO_7516624091097337110
 0.9                ,           3, 0.9433981132056604 ,    0.9433981132056604 ,                  1, 0.0                ,   0.6                ,  0.9                ,                3, 0.0                , 0.0                , 0.24304498732089996   , 0.885904848575592     , 0.3435197174549103    ,           0.8888888888888888 , VIDEO_7606001119243881750
